	Id	KO	KO_definition
s6524	Ps_01923	K10537	L-arabinose_transport_system_substrate-binding_protein
s6525	Ps_01925	K00657	diamine_N-acetyltransferase_[EC:2.3.1.57]
s6526	Ps_01932	K03457	nucleobase:cation_symporter-1,_NCS1_family_
s6527	Ps_01936	K09986	uncharacterized_protein
s6528	Ps_01938	K03639	GTP_3',8-cyclase_[EC:4.1.99.22]
s6529	Ps_01940	K03424	TatD_DNase_family_protein_[EC:3.1.21.-]
s6530	Ps_01941	K02341	DNA_polymerase_III_subunit_delta'_[EC:2.7.7.7]
s6531	Ps_01942	K00943	dTMP_kinase_[EC:2.7.4.9]
s6532	Ps_01943	K07082	UPF0755_protein
s6533	Ps_01944	K07082	UPF0755_protein
s6534	Ps_01945	K02619	4-amino-4-deoxychorismate_lyase_[EC:4.1.3.38]
s6535	Ps_01946	K09458	3-oxoacyl-[acyl-carrier-protein]_synthase_II_[EC:2.3.1.179]_
s6536	Ps_01947	K02078	acyl_carrier_protein
s6537	Ps_01948	K00059	3-oxoacyl-[acyl-carrier_protein]_reductase_[EC:1.1.1.100]_
s6538	Ps_01948	K11049	CylG_protein
s6539	Ps_01949	K00645	[acyl-carrier-protein]_S-malonyltransferase_[EC:2.3.1.39]
s6540	Ps_01950	K03621	phosphate_acyltransferase_[EC:2.3.1.274]
s6541	Ps_01951	K02911	large_subunit_ribosomal_protein_L32
s6542	Ps_01952	K07040	DUF177_domain-containing_protein
s6543	Ps_01954	K04773	protease_IV_[EC:3.4.21.-]
s6544	Ps_01955	K01091	phosphoglycolate_phosphatase_[EC:3.1.3.18]
s6545	Ps_01956	K06179	23S_rRNA_pseudouridine955/2504/2580_synthase_[EC:5.4.99.24]
s6546	Ps_01957	K08300	ribonuclease_E_[EC:3.1.26.12]
s6547	Ps_01958	K07141	molybdenum_cofactor_cytidylyltransferase_[EC:2.7.7.76]_
s6548	Ps_01959	K07402	xanthine_dehydrogenase_accessory_factor_
s6549	Ps_01960	K11103	aerobic_C4-dicarboxylate_transport_protein_
s6550	Ps_01962	K07637	two-component_system,_OmpR_family,_sensor_histidine_kinase_PhoQ_[EC:2.7.13.3]
s6551	Ps_01963	K07660	two-component_system,_OmpR_family,_response_regulator_PhoP
s6552	Ps_01963	K02483	two-component_system,_OmpR_family,_response_regulator
s6553	Ps_01965	K02362	enterobactin_synthetase_component_D_[EC:6.3.2.14_2.7.8.-]
s6554	Ps_01966	K07639	two-component_system,_OmpR_family,_sensor_histidine_kinase_RstB_[EC:2.7.13.3]
s6555	Ps_01967	K07661	two-component_system,_OmpR_family,_response_regulator_RstA
s6556	Ps_01967	K02483	two-component_system,_OmpR_family,_response_regulator
s6557	Ps_01968	K00525	ribonucleoside-diphosphate_reductase_alpha_chain_[EC:1.17.4.1]
s6558	Ps_01969	K02390	flagellar_hook_protein_FlgE_
s6559	Ps_01970	K02389	flagellar_basal-body_rod_modification_protein_FlgD
s6560	Ps_01971	K02388	flagellar_basal-body_rod_protein_FlgC
s6561	Ps_01972	K02387	flagellar_basal-body_rod_protein_FlgB
s6562	Ps_01973	K00575	chemotaxis_protein_methyltransferase_CheR_[EC:2.1.1.80]
s6563	Ps_01974	K03415	two-component_system,_chemotaxis_family,_chemotaxis_protein_CheV
s6564	Ps_01975	K02386	flagellar_basal_body_P-ring_formation_protein_FlgA
s6565	Ps_01976	K02398	negative_regulator_of_flagellin_synthesis_FlgM
s6566	Ps_01977	K02399	flagellar_biosynthesis_protein_FlgN_
s6567	Ps_01978	K21087	flagellar_brake_protein
s6568	Ps_01988	K21495	antitoxin_FitA
s6569	Ps_01990	K06213	magnesium_transporter
s6570	Ps_01994	K03563	carbon_storage_regulator
s6571	Ps_01995	K00928	aspartate_kinase_[EC:2.7.2.4]
s6572	Ps_01996	K01872	alanyl-tRNA_synthetase_[EC:6.1.1.7]
s6573	Ps_01997	K01620	threonine_aldolase_[EC:4.1.2.48]
s6574	Ps_01998	K00794	6,7-dimethyl-8-ribityllumazine_synthase_[EC:2.5.1.78]
s6575	Ps_02001	K05526	succinylglutamate_desuccinylase_[EC:3.5.1.96]
s6576	Ps_02003	K01484	succinylarginine_dihydrolase_[EC:3.5.3.23]
s6577	Ps_02004	K01484	succinylarginine_dihydrolase_[EC:3.5.3.23]
s6578	Ps_02005	K06447	succinylglutamic_semialdehyde_dehydrogenase_[EC:1.2.1.71]_
s6579	Ps_02006	K00673	arginine_N-succinyltransferase_[EC:2.3.1.109]
s6580	Ps_02007	K00673	arginine_N-succinyltransferase_[EC:2.3.1.109]
s6581	Ps_02009	K00840	succinylornithine_aminotransferase_[EC:2.6.1.81]
s6582	Ps_02009	K00821	acetylornithine/N-succinyldiaminopimelate_aminotransferase_[EC:2.6.1.11_2.6.1.17]_
s6583	Ps_02011	K21825	AraC_family_transcriptional_regulator,_L-arginine-responsive_activator
s6584	Ps_02012	K10025	arginine/ornithine_transport_system_ATP-binding_protein_[EC:7.4.2.1]
s6585	Ps_02012	K02028	polar_amino_acid_transport_system_ATP-binding_protein_[EC:7.4.2.1]_
s6586	Ps_02013	K06987	uncharacterized_protein
s6587	Ps_02014	K10023	arginine/ornithine_transport_system_permease_protein
s6588	Ps_02014	K02029	polar_amino_acid_transport_system_permease_protein
s6589	Ps_02015	K10024	arginine/ornithine_transport_system_permease_protein
s6590	Ps_02015	K02029	polar_amino_acid_transport_system_permease_protein
s6591	Ps_02016	K10022	arginine/ornithine_transport_system_substrate-binding_protein
s6592	Ps_02016	K02030	polar_amino_acid_transport_system_substrate-binding_protein
s6593	Ps_02017	K01895	acetyl-CoA_synthetase_[EC:6.2.1.1]
s6594	Ps_02019	K00526	ribonucleoside-diphosphate_reductase_beta_chain_[EC:1.17.4.1]
s6595	Ps_02020	K18697	phosphatidylglycerophosphatase_C_[EC:3.1.3.27]
s6596	Ps_02021	K21699	LysR_family_transcriptional_regulator,_transcriptional_activator_for_bauABCD_operon
s6597	Ps_02022	K01755	argininosuccinate_lyase_[EC:4.3.2.1]
s6598	Ps_02023	K02029	polar_amino_acid_transport_system_permease_protein
s6599	Ps_02024	K02028	polar_amino_acid_transport_system_ATP-binding_protein_[EC:7.4.2.1]_
s6600	Ps_02025	K02030	polar_amino_acid_transport_system_substrate-binding_protein
s6601	Ps_02029	K01426	amidase_[EC:3.5.1.4]
s6602	Ps_02031	K13985	N-acyl-phosphatidylethanolamine-hydrolysing_phospholipase_D_[EC:3.1.4.54]_
s6603	Ps_02032	K19736	TetR/AcrR_family_transcriptional_regulator,_regulator_of_autoinduction_and_epiphytic_fitness
s6604	Ps_02032	K09017	TetR/AcrR_family_transcriptional_regulator_
s6605	Ps_02033	K03406	methyl-accepting_chemotaxis_protein
s6606	Ps_02035	K01937	CTP_synthase_[EC:6.3.4.2]
s6607	Ps_02038	K01126	glycerophosphoryl_diester_phosphodiesterase_[EC:3.1.4.46]_
s6608	Ps_02040	K16074	zinc_transporter
s6609	Ps_02041	K23124	5-oxoprolinase_(ATP-hydrolysing)_subunit_C_[EC:3.5.2.9]
s6610	Ps_02043	K07160	5-oxoprolinase_(ATP-hydrolysing)_subunit_A_[EC:3.5.2.9]
s6611	Ps_02045	K18900	LysR_family_transcriptional_regulator,_regulator_for_bpeEF_and_oprC
s6612	Ps_02049	K03088	RNA_polymerase_sigma-70_factor,_ECF_subfamily
s6613	Ps_02055	K14261	alanine-synthesizing_transaminase_[EC:2.6.1.-]
s6614	Ps_02056	K03299	gluconate:H+_symporter,_GntP_family_
s6615	Ps_02057	K00851	gluconokinase_[EC:2.7.1.12]
s6616	Ps_02058	K06145	LacI_family_transcriptional_regulator,_gluconate_utilization_system_Gnt-I_transcriptional_repressor
s6617	Ps_02059	K00799	glutathione_S-transferase_[EC:2.5.1.18]
s6618	Ps_02060	K08369	MFS_transporter,_putative_metabolite:H+_symporter
s6619	Ps_02062	K03406	methyl-accepting_chemotaxis_protein
s6620	Ps_02063	K15553	sulfonate_transport_system_substrate-binding_protein
s6621	Ps_02064	K23514	RNA_polymerase_sigma-19_factor,_ECF_subfamily
s6622	Ps_02064	K03088	RNA_polymerase_sigma-70_factor,_ECF_subfamily
s6623	Ps_02069	K01462	peptide_deformylase_[EC:3.5.1.88]
s6624	Ps_02070	K07058	membrane_protein
s6625	Ps_02073	K01897	long-chain_acyl-CoA_synthetase_[EC:6.2.1.3]_
s6626	Ps_02074	K01897	long-chain_acyl-CoA_synthetase_[EC:6.2.1.3]_
s6627	Ps_02075	K01054	acylglycerol_lipase_[EC:3.1.1.23]
s6628	Ps_02076	K17865	3-hydroxybutyryl-CoA_dehydratase_[EC:4.2.1.55]
s6629	Ps_02078	K09954	uncharacterized_protein
s6630	Ps_02079	K04127	isopenicillin-N_epimerase_[EC:5.1.1.17]
s6631	Ps_02080	K01625	2-dehydro-3-deoxyphosphogluconate_aldolase_/_(4S)-4-hydroxy-2-oxoglutarate_aldolase_[EC:4.1.2.14_4.1.3.42]
s6632	Ps_02081	K01057	6-phosphogluconolactonase_[EC:3.1.1.31]
s6633	Ps_02082	K00036	glucose-6-phosphate_1-dehydrogenase_[EC:1.1.1.49_1.1.1.363]_
s6634	Ps_02083	K19337	RpiR_family_transcriptional_regulator,_carbohydrate_utilization_regulator
s6635	Ps_02084	K01792	glucose-6-phosphate_1-epimerase_[EC:5.1.3.15]
s6636	Ps_02085	K07267	porin
s6637	Ps_02086	K10112	multiple_sugar_transport_system_ATP-binding_protein_[EC:7.5.2.-]
s6638	Ps_02087	K17317	glucose/mannose_transport_system_permease_protein
s6639	Ps_02088	K17316	glucose/mannose_transport_system_permease_protein
s6640	Ps_02089	K17315	glucose/mannose_transport_system_substrate-binding_protein
s6641	Ps_02090	K18479	sulfoquinovose_isomerase_[EC:5.3.1.31]
s6642	Ps_02093	K05596	LysR_family_transcriptional_regulator,_chromosome_initiation_inhibitor
s6643	Ps_02094	K06895	L-lysine_exporter_family_protein_LysE/ArgO
s6644	Ps_02095	K04564	superoxide_dismutase,_Fe-Mn_family_[EC:1.15.1.1]
s6645	Ps_02097	K21024	c-di-GMP_phosphodiesterase_[EC:3.1.4.52]
s6646	Ps_02097	K21023	diguanylate_cyclase_[EC:2.7.7.65]
s6647	Ps_02098	K07231	putative_iron-regulated_protein
s6648	Ps_02099	K03498	trk/ktr_system_potassium_uptake_protein
s6649	Ps_02107	K15034	ribosome-associated_protein
s6650	Ps_02108	K18555	fluoroquinolone_resistance_protein
s6651	Ps_02109	K11734	aromatic_amino_acid_transport_protein_AroP
s6652	Ps_02112	K06178	23S_rRNA_pseudouridine2605_synthase_[EC:5.4.99.22]
s6653	Ps_02113	K06938	uncharacterized_protein
s6654	Ps_02114	K06024	segregation_and_condensation_protein_B
s6655	Ps_02115	K05896	segregation_and_condensation_protein_A
s6656	Ps_02116	K07566	L-threonylcarbamoyladenylate_synthase_[EC:2.7.7.87]
s6657	Ps_02117	K07053	3',5'-nucleoside_bisphosphate_phosphatase_[EC:3.1.3.97]_
s6658	Ps_02118	K06190	intracellular_septation_protein
s6659	Ps_02119	K06190	intracellular_septation_protein
s6660	Ps_02120	K09780	uncharacterized_protein
s6661	Ps_02121	K07662	two-component_system,_OmpR_family,_response_regulator_CpxR
s6662	Ps_02122	K06006	periplasmic_protein_CpxP/Spy
s6663	Ps_02127	K03758	arginine:ornithine_antiporter_/_lysine_permease
s6664	Ps_02129	K03758	arginine:ornithine_antiporter_/_lysine_permease
s6665	Ps_02130	K01478	arginine_deiminase_[EC:3.5.3.6]
s6666	Ps_02131	K00611	ornithine_carbamoyltransferase_[EC:2.1.3.3]
s6667	Ps_02132	K00926	carbamate_kinase_[EC:2.7.2.2]
s6668	Ps_02134	K03721	transcriptional_regulator_of_aroF,_aroG,_tyrA_and_aromatic_amino_acid_transport
s6669	Ps_02135	K02437	glycine_cleavage_system_H_protein
s6670	Ps_02136	K00281	glycine_dehydrogenase_[EC:1.4.4.2]
s6671	Ps_02137	K01752	L-serine_dehydratase_[EC:4.3.1.17]
s6672	Ps_02138	K00605	aminomethyltransferase_[EC:2.1.2.10]
s6673	Ps_02139	K03704	cold_shock_protein
s6674	Ps_02141	K03517	quinolinate_synthase_[EC:2.5.1.72]
s6675	Ps_02142	K11017	hemolysin_activation/secretion_protein
s6676	Ps_02142	K07326	hemolysin_activation/secretion_protein
s6677	Ps_02143	K11016	hemolysin
s6678	Ps_02149	K03446	MFS_transporter,_DHA2_family,_multidrug_resistance_protein
s6679	Ps_02150	K03543	membrane_fusion_protein,_multidrug_efflux_system
s6680	Ps_02156	K07491	REP-associated_tyrosine_transposase
s6681	Ps_02160	K15125	filamentous_hemagglutinin
s6682	Ps_02162	K07326	hemolysin_activation/secretion_protein
s6683	Ps_02165	K10026	7-carboxy-7-deazaguanine_synthase_[EC:4.3.99.3]
s6684	Ps_02167	K03640	peptidoglycan-associated_lipoprotein
s6685	Ps_02168	K03641	TolB_protein
s6686	Ps_02170	K03646	colicin_import_membrane_protein_
s6687	Ps_02170	K03832	periplasmic_protein_TonB
s6688	Ps_02172	K03560	biopolymer_transport_protein_TolR_
s6689	Ps_02172	K03559	biopolymer_transport_protein_ExbD_
s6690	Ps_02173	K03562	biopolymer_transport_protein_TolQ_
s6691	Ps_02173	K03561	biopolymer_transport_protein_ExbB_
s6692	Ps_02174	K07107	acyl-CoA_thioester_hydrolase_[EC:3.1.2.-]_
s6693	Ps_02174	K01075	4-hydroxybenzoyl-CoA_thioesterase_[EC:3.1.2.23]
s6694	Ps_02176	K03551	holliday_junction_DNA_helicase_RuvB_[EC:5.6.2.4]
s6695	Ps_02177	K03550	holliday_junction_DNA_helicase_RuvA_[EC:5.6.2.4]
s6696	Ps_02178	K01159	crossover_junction_endodeoxyribonuclease_RuvC_[EC:3.1.21.10]
s6697	Ps_02179	K18189	translational_activator_of_cytochrome_c_oxidase_1
s6698	Ps_02180	K01876	aspartyl-tRNA_synthetase_[EC:6.1.1.12]
s6699	Ps_02183	K04047	starvation-inducible_DNA-binding_protein
s6700	Ps_02184	K03704	cold_shock_protein
s6701	Ps_02185	K03745	SlyX_protein
s6702	Ps_02187	K18093	imipenem/basic_amino_acid-specific_outer_membrane_pore_[EC:3.4.21.-]
s6703	Ps_02188	K03442	small_conductance_mechanosensitive_channel_
s6704	Ps_02189	K09767	cyclic-di-GMP-binding_protein
s6705	Ps_02190	K00077	2-dehydropantoate_2-reductase_[EC:1.1.1.169]
s6706	Ps_02191	K02482	two-component_system,_NtrC_family,_sensor_kinase_[EC:2.7.13.3]
s6707	Ps_02192	K00798	cob(I)alamin_adenosyltransferase_[EC:2.5.1.17]
s6708	Ps_02193	K03574	8-oxo-dGTP_diphosphatase_[EC:3.6.1.55]
s6709	Ps_02194	K00620	glutamate_N-acetyltransferase_/_amino-acid_N-acetyltransferase_[EC:2.3.1.35_2.3.1.1]
s6710	Ps_02195	K03070	preprotein_translocase_subunit_SecA_[EC:7.4.2.8]
s6711	Ps_02197	K06915	DNA_double-strand_break_repair_helicase_HerA_and_related_ATPase
s6712	Ps_02198	K03406	methyl-accepting_chemotaxis_protein
s6713	Ps_02199	K14335	alpha-1,6-mannosyltransferase_[EC:2.4.1.-]
s6714	Ps_02201	K06986	uncharacterized_protein
s6715	Ps_02202	K07027	glycosyltransferase_2_family_protein_
s6716	Ps_02203	K01433	formyltetrahydrofolate_deformylase_[EC:3.5.1.10]
s6717	Ps_02205	K01141	exodeoxyribonuclease_I_[EC:3.1.11.1]
s6718	Ps_02207	K06384	stage_II_sporulation_protein_M
s6719	Ps_02211	K03924	MoxR-like_ATPase_[EC:3.6.3.-]
s6720	Ps_02215	K00873	pyruvate_kinase_[EC:2.7.1.40]
s6721	Ps_02217	K01676	fumarate_hydratase,_class_I_[EC:4.2.1.2]
s6722	Ps_02218	K10125	two-component_system,_NtrC_family,_C4-dicarboxylate_transport_sensor_histidine_kinase_DctB_[EC:2.7.13.3]
s6723	Ps_02219	K10126	two-component_system,_NtrC_family,_C4-dicarboxylate_transport_response_regulator_DctD
s6724	Ps_02221	K03761	MFS_transporter,_MHS_family,_alpha-ketoglutarate_permease
s6725	Ps_02228	K02483	two-component_system,_OmpR_family,_response_regulator
s6726	Ps_02229	K00845	glucokinase_[EC:2.7.1.2]
s6727	Ps_02230	K01690	phosphogluconate_dehydratase_[EC:4.2.1.12]
s6728	Ps_02232	K00134	glyceraldehyde_3-phosphate_dehydrogenase_(phosphorylating)_[EC:1.2.1.12]
s6729	Ps_02233	K03088	RNA_polymerase_sigma-70_factor,_ECF_subfamily
s6730	Ps_02234	K07165	transmembrane_sensor
s6731	Ps_02235	K16087	hemoglobin/transferrin/lactoferrin_receptor_protein
s6732	Ps_02235	K02014	iron_complex_outermembrane_recepter_protein
s6733	Ps_02236	K07215	heme_oxygenase_(biliverdin-IX-beta_and_delta-forming)_[EC:1.14.99.58]
s6734	Ps_02237	K09790	uncharacterized_protein
s6735	Ps_02241	K07338	uncharacterized_protein
s6736	Ps_02242	K09947	uncharacterized_protein
s6737	Ps_02248	K19005	lipoteichoic_acid_synthase_[EC:2.7.8.20]_
s6738	Ps_02250	K04077	chaperonin_GroEL
s6739	Ps_02251	K04078	chaperonin_GroES
s6740	Ps_02252	K07113	UPF0716_protein_FxsA
s6741	Ps_02253	K07226	heme_oxygenase_(biliverdin-IX-beta_and_delta-forming)_[EC:1.14.99.58]
s6742	Ps_02255	K07443	methylated-DNA-protein-cysteine_methyltransferase_related_protein_
s6743	Ps_02256	K08218	MFS_transporter,_PAT_family,_beta-lactamase_induction_signal_transducer_AmpG
s6744	Ps_02256	K01881	prolyl-tRNA_synthetase_[EC:6.1.1.15]
s6745	Ps_02258	K02346	DNA_polymerase_IV_[EC:2.7.7.7]_
s6746	Ps_02261	K14205	phosphatidylglycerol_lysyltransferase_[EC:2.3.2.3]
s6747	Ps_02263	K07462	single-stranded-DNA-specific_exonuclease_[EC:3.1.-.-]
s6748	Ps_02265	K07749	formyl-CoA_transferase_[EC:2.8.3.16]
s6749	Ps_02267	K07687	two-component_system,_NarL_family,_captular_synthesis_response_regulator_RcsB
s6750	Ps_02271	K02030	polar_amino_acid_transport_system_substrate-binding_protein
s6751	Ps_02272	K01733	threonine_synthase_[EC:4.2.3.1]
s6752	Ps_02273	K00003	homoserine_dehydrogenase_[EC:1.1.1.3]
s6753	Ps_02274	K03981	thiol:disulfide_interchange_protein_DsbC_[EC:5.3.4.1]
s6754	Ps_02275	K04763	integrase/recombinase_XerD
s6755	Ps_02278	K02884	large_subunit_ribosomal_protein_L19
s6756	Ps_02279	K00554	tRNA_(guanine37-N1)-methyltransferase_[EC:2.1.1.228]
s6757	Ps_02280	K02860	16S_rRNA_processing_protein_RimM
s6758	Ps_02281	K02959	small_subunit_ribosomal_protein_S16
s6759	Ps_02282	K03106	signal_recognition_particle_subunit_SRP54_[EC:3.6.5.4]
s6760	Ps_02286	K08289	phosphoribosylglycinamide_formyltransferase_2_[EC:6.3.1.21]_
s6761	Ps_02287	K09125	queuosine_precursor_transporter
s6762	Ps_02288	K06938	uncharacterized_protein
s6763	Ps_02289	K01726	gamma-carbonic_anhydrase_[EC:4.2.1.-]
s6764	Ps_02291	K18453	ADP-ribose/FAD_diphosphatase_[EC:3.6.1.13_3.6.1.18]_
s6765	Ps_02293	K24967	GntR_family_transcriptional_regulator,_N-acetylglucosamine_utilization_regulator
s6766	Ps_02293	K03710	GntR_family_transcriptional_regulator_
s6767	Ps_02294	K01443	N-acetylglucosamine-6-phosphate_deacetylase_[EC:3.5.1.25]
s6768	Ps_02295	K00820	glutamine---fructose-6-phosphate_transaminase_(isomerizing)_[EC:2.6.1.16]_
s6769	Ps_02296	K02784	phosphocarrier_protein_HPr
s6770	Ps_02298	K02804	N-acetylglucosamine_PTS_system_EIICBA_or_EIICB_component_[EC:2.7.1.193]_
s6771	Ps_02301	K01952	phosphoribosylformylglycinamidine_synthase_[EC:6.3.5.3]
s6772	Ps_02303	K18691	membrane-bound_lytic_murein_transglycosylase_F_[EC:4.2.2.-]
s6773	Ps_02303	K02030	polar_amino_acid_transport_system_substrate-binding_protein
s6774	Ps_02305	K23993	multiphosphoryl_transfer_protein_[EC:2.7.3.9_2.7.1.202]
s6775	Ps_02305	K02784	phosphocarrier_protein_HPr
s6776	Ps_02306	K02024	maltoporin
s6777	Ps_02307	K01226	trehalose-6-phosphate_hydrolase_[EC:3.2.1.93]
s6778	Ps_02310	K03486	GntR_family_transcriptional_regulator,_trehalose_operon_transcriptional_repressor_
s6779	Ps_02312	K01951	GMP_synthase_(glutamine-hydrolysing)_[EC:6.3.5.2]_
s6780	Ps_02313	K00088	IMP_dehydrogenase_[EC:1.1.1.205]
s6781	Ps_02315	K07090	uncharacterized_protein
s6782	Ps_02317	K03601	exodeoxyribonuclease_VII_large_subunit_[EC:3.1.11.6]
s6783	Ps_02321	K01649	2-isopropylmalate_synthase_[EC:2.3.3.13]
s6784	Ps_02323	K14287	methionine_transaminase_[EC:2.6.1.88]
s6785	Ps_02324	K03977	GTPase
s6786	Ps_02325	K17713	outer_membrane_protein_assembly_factor_BamB
s6787	Ps_02327	K01892	histidyl-tRNA_synthetase_[EC:6.1.1.21]
s6788	Ps_02328	K03526	(E)-4-hydroxy-3-methylbut-2-enyl-diphosphate_synthase_[EC:1.17.7.1_1.17.7.3]_
s6789	Ps_02329	K15539	cytoskeleton_protein_RodZ
s6790	Ps_02330	K02656	type_IV_pilus_assembly_protein_PilF
s6791	Ps_02331	K06941	23S_rRNA_(adenine2503-C2)-methyltransferase_[EC:2.1.1.192]_
s6792	Ps_02332	K00940	nucleoside-diphosphate_kinase_[EC:2.7.4.6]
s6793	Ps_02334	K04755	ferredoxin,_2Fe-2S
s6794	Ps_02335	K04044	molecular_chaperone_HscA
s6795	Ps_02336	K04082	molecular_chaperone_HscB
s6796	Ps_02337	K13628	iron-sulfur_cluster_assembly_protein_
s6797	Ps_02338	K04488	nitrogen_fixation_protein_NifU_and_related_proteins
s6798	Ps_02339	K04487	cysteine_desulfurase_[EC:2.8.1.7]
s6799	Ps_02340	K13643	Rrf2_family_transcriptional_regulator,_iron-sulfur_cluster_assembly_transcription_factor
s6800	Ps_02341	K00640	serine_O-acetyltransferase_[EC:2.3.1.30]
s6801	Ps_02342	K15396	tRNA_(cytidine32/uridine32-2'-O)-methyltransferase_[EC:2.1.1.200]
s6802	Ps_02342	K02533	tRNA/rRNA_methyltransferase_[EC:2.1.1.-]
s6803	Ps_02343	K01092	myo-inositol-1(or_4)-monophosphatase_[EC:3.1.3.25]
s6804	Ps_02344	K06077	outer_membrane_lipoprotein_SlyB_
s6805	Ps_02345	K03074	preprotein_translocase_subunit_SecF_
s6806	Ps_02346	K03072	preprotein_translocase_subunit_SecD_
s6807	Ps_02347	K03210	preprotein_translocase_subunit_YajC_
s6808	Ps_02348	K00773	queuine_tRNA-ribosyltransferase_[EC:2.4.2.29]
s6809	Ps_02349	K07568	S-adenosylmethionine:tRNA_ribosyltransferase-isomerase_[EC:2.4.99.17]
s6810	Ps_02358	K08738	cytochrome_c
s6811	Ps_02362	K11354	two-component_system,_chemotaxis_family,_sensor_kinase_Cph1_[EC:2.7.13.3]_
s6812	Ps_02371	K19734	LuxR_family_transcriptional_regulator,_quorum-sensing_system_regulator_ExpR_
s6813	Ps_02372	K00817	histidinol-phosphate_aminotransferase_[EC:2.6.1.9]
s6814	Ps_02375	K09125	queuosine_precursor_transporter
s6815	Ps_02376	K06920	7-cyano-7-deazaguanine_synthase_[EC:6.3.4.20]
s6816	Ps_02377	K02257	heme_o_synthase_[EC:2.5.1.141]_
s6817	Ps_02378	K02300	cytochrome_o_ubiquinol_oxidase_subunit_IV
s6818	Ps_02379	K02299	cytochrome_o_ubiquinol_oxidase_subunit_III
s6819	Ps_02382	K02297	cytochrome_o_ubiquinol_oxidase_subunit_II_[EC:7.1.1.3]
s6820	Ps_02383	K03611	protein_dithiol:quinone_oxidoreductase_[EC:1.8.5.9]_
s6821	Ps_02384	K05916	nitric_oxide_dioxygenase_[EC:1.14.12.17]_
s6822	Ps_02385	K12266	anaerobic_nitric_oxide_reductase_transcription_regulator
s6823	Ps_02387	K07506	AraC_family_transcriptional_regulator_
s6824	Ps_02388	K03556	LuxR_family_transcriptional_regulator,_maltose_regulon_positive_regulatory_protein
s6825	Ps_02395	K18622	adducin
s6826	Ps_02396	K06205	MioC_protein
s6827	Ps_02400	K09932	uncharacterized_protein
s6828	Ps_02401	K13938	dihydromonapterin_reductase_/_dihydrofolate_reductase_[EC:1.5.1.50_1.5.1.3]
s6829	Ps_02402	K01495	GTP_cyclohydrolase_IA_[EC:3.5.4.16]_
s6830	Ps_02403	K07589	D-erythro-7,8-dihydroneopterin_triphosphate_epimerase_[EC:5.1.99.7]_
s6831	Ps_02404	K09948	uncharacterized_protein
s6832	Ps_02406	K22345	glucosaminate_ammonia-lyase_[EC:4.3.1.9]
s6833	Ps_02406	K00384	thioredoxin_reductase_(NADPH)_[EC:1.8.1.9]_
s6834	Ps_02407	K06203	CysZ_protein
s6835	Ps_02411	K00432	glutathione_peroxidase_[EC:1.11.1.9]
s6836	Ps_02412	K05805	CreA_protein
s6837	Ps_02413	K00931	glutamate_5-kinase_[EC:2.7.2.11]
s6838	Ps_02414	K03979	GTPase_[EC:3.6.5.-]
s6839	Ps_02415	K02899	large_subunit_ribosomal_protein_L27
s6840	Ps_02416	K02888	large_subunit_ribosomal_protein_L21
s6841	Ps_02417	K02523	octaprenyl-diphosphate_synthase_[EC:2.5.1.90]
s6842	Ps_02418	K06193	protein_PhnA
s6843	Ps_02420	K03773	FKBP-type_peptidyl-prolyl_cis-trans_isomerase_FklB_[EC:5.2.1.8]
s6844	Ps_02420	K03772	FKBP-type_peptidyl-prolyl_cis-trans_isomerase_FkpA_[EC:5.2.1.8]
s6845	Ps_02421	K03406	methyl-accepting_chemotaxis_protein
s6846	Ps_02425	K06015	N-acyl-D-amino-acid_deacylase_[EC:3.5.1.81]
s6847	Ps_02426	K19337	RpiR_family_transcriptional_regulator,_carbohydrate_utilization_regulator
s6848	Ps_02427	K03299	gluconate:H+_symporter,_GntP_family_
s6849	Ps_02429	K03321	sulfate_permease,_SulP_family_
s6850	Ps_02432	K07090	uncharacterized_protein
s6851	Ps_02435	K01556	kynureninase_[EC:3.7.1.3]
s6852	Ps_02436	K03719	Lrp/AsnC_family_transcriptional_regulator,_leucine-responsive_regulatory_protein
s6853	Ps_02437	K03381	catechol_1,2-dioxygenase_[EC:1.13.11.1]
s6854	Ps_02438	K03464	muconolactone_D-isomerase_[EC:5.3.3.4]
s6855	Ps_02439	K01856	muconate_cycloisomerase_[EC:5.5.1.1]
s6856	Ps_02440	K21757	LysR_family_transcriptional_regulator,_benzoate_and_cis,cis-muconate-responsive_activator_of_ben_and_cat_genes
s6857	Ps_02442	K05599	anthranilate_1,2-dioxygenase_(deaminating,_decarboxylating)_large_subunit_[EC:1.14.12.1]
